serie,country,value,year
"People using at least basic drinking water services, urban (% of urban population)",Guinea,87.676751910162,2018
"People using at least basic drinking water services, urban (% of urban population)",Guinea-Bissau,74.0069230363804,2018
"People using at least basic drinking water services, urban (% of urban population)",Guyana,96.132485510615,2018
"People using at least basic drinking water services, urban (% of urban population)",Haiti,84.6348677685474,2018
"People using at least basic drinking water services, urban (% of urban population)",Honduras,98.6832478062113,2018
"People using at least basic drinking water services, urban (% of urban population)","China, Hong Kong SAR",100.0,2018
"People using at least basic drinking water services, urban (% of urban population)",Hungary,100.0,2018
"People using at least basic drinking water services, urban (% of urban population)",Iceland,100.0,2018
"People using at least basic drinking water services, urban (% of urban population)",India,95.0453562421475,2018
"People using at least basic drinking water services, urban (% of urban population)",Indonesia,96.6676429497029,2018
"People using at least basic drinking water services, urban (% of urban population)",Iran (Islamic Republic of),98.5745704231132,2018
"People using at least basic drinking water services, urban (% of urban population)",Iraq,99.3618819196134,2018
"People using at least basic drinking water services, urban (% of urban population)",Ireland,95.4066797251747,2018
"People using at least basic drinking water services, urban (% of urban population)",Israel,100.0,2018
"People using at least basic drinking water services, urban (% of urban population)",Jamaica,95.3710094890042,2018
"People using at least basic drinking water services, urban (% of urban population)",Jordan,99.139438019248,2018
"People using at least basic drinking water services, urban (% of urban population)",Kazakhstan,98.0007313274336,2018
"People using at least basic drinking water services, urban (% of urban population)",Kenya,86.6105034213245,2018
"People using at least basic drinking water services, urban (% of urban population)",Kiribati,86.3817886391437,2018
"People using at least basic drinking water services, urban (% of urban population)",Democratic People's Republic of Korea,97.0572638378222,2018
"People using at least basic drinking water services, urban (% of urban population)",Kuwait,100.0,2018
"People using at least basic drinking water services, urban (% of urban population)",Kyrgyzstan,98.1172973329289,2018
"People using at least basic drinking water services, urban (% of urban population)",Lao People's Democratic Republic,96.0090436249361,2018
"People using at least basic drinking water services, urban (% of urban population)",Latvia,98.871092251816,2018
"People using at least basic drinking water services, urban (% of urban population)",Lesotho,91.4644929993162,2018
"People using at least basic drinking water services, urban (% of urban population)",Liberia,83.7489435493012,2018
"People using at least basic drinking water services, urban (% of urban population)",Lithuania,100.0,2018
"People using at least basic drinking water services, urban (% of urban population)",Luxembourg,100.0,2018
"People using at least basic drinking water services, urban (% of urban population)",Madagascar,78.3243595990062,2018
